"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 17:38:10 IST 2022","Mon Nov 14 17:38:43 IST 2022","33316","","Incident Test Light theme","","Incident Test Light theme","Verify that Incident Summary right panel has 6 sections in it-Light","Verify that Incident Summary right panel has 6 sections in it-Light",""
"skipped","Wed Nov 16 02:05:33 IST 2022","Wed Nov 16 02:05:33 IST 2022","1","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to scroll up and down using Page Up and Page Down key in Create Playbook form-Light","Verify that User is able to scroll up and down using Page Up and Page Down key in Create Playbook form-Light",""
"passed","Wed Nov 16 02:55:25 IST 2022","Wed Nov 16 02:56:09 IST 2022","44192","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on '>' arrow in front of right panel closes the Internal Function right panel-Light","Verify that clicking on '>' arrow in front of right panel closes the Internal Function right panel-Light",""
"passed","Sat Nov 12 19:42:53 IST 2022","Sat Nov 12 19:43:29 IST 2022","35860","","SLA Test Dark theme","","SLA Test Dark theme","Verify that user is able to add SLA panel for Selected Incident Type in Add SLA for Incident Type modal-Dark","Verify that user is able to add SLA panel for Selected Incident Type in Add SLA for Incident Type modal-Dark",""
"passed","Wed Nov 16 03:26:54 IST 2022","Wed Nov 16 03:27:45 IST 2022","51301","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to move the blocks which are added/dragged to Main Canvas area in the Playbook Editor page-Light","Verify that User is able to move the blocks which are added/dragged to Main Canvas area in the Playbook Editor page-Light",""
"passed","Wed Nov 16 02:49:52 IST 2022","Wed Nov 16 02:50:49 IST 2022","57227","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to add and apply more than one filter in Playbooks-Light","Verify that user is able to add and apply more than one filter in Playbooks-Light",""
"passed","Tue Nov 15 13:49:54 IST 2022","Tue Nov 15 13:50:30 IST 2022","35368","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Incident Add Filter modal, 'Filter already selected.'' error message is shown when user tries to add same filter to SELECTED FILTERS section-Dark","Verify that in Incident Add Filter modal, 'Filter already selected.'' error message is shown when user tries to add same filter to SELECTED FILTERS section-Dark",""
"passed","Wed Nov 16 11:13:03 IST 2022","Wed Nov 16 11:13:38 IST 2022","34920","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to see Start and Stop block in the main canvas area-Dark","Verify that User is able to see Start and Stop block in the main canvas area-Dark",""
"passed","Wed Nov 16 10:27:52 IST 2022","Wed Nov 16 10:28:14 IST 2022","22109","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify the column names of Published Playbooks table are in uppercase-Dark","Verify the column names of Published Playbooks table are in uppercase-Dark",""
"passed","Wed Nov 16 11:40:06 IST 2022","Wed Nov 16 11:40:55 IST 2022","49041","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that dragging and dropping 'Call External Function' block on main canvas area opens Call External Function right panel initial view-Dark","Verify that dragging and dropping 'Call External Function' block on main canvas area opens Call External Function right panel initial view-Dark",""
"failed","Wed Nov 16 02:46:45 IST 2022","Wed Nov 16 02:48:20 IST 2022","95330","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User should be able to add one filter through search and another filter through AVAILABLE FILTERS section-Light","Verify that User should be able to add one filter through search and another filter through AVAILABLE FILTERS section-Light",""
"passed","Tue Nov 15 13:29:45 IST 2022","Tue Nov 15 13:30:17 IST 2022","31113","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Playbook Output modal's left side pane/window, the filter component is visible-Dark","Verify that in Playbook Output modal's left side pane/window, the filter component is visible-Dark",""
"passed","Wed Nov 16 04:12:03 IST 2022","Wed Nov 16 04:13:00 IST 2022","57523","","Playbook Test Light theme","","Playbook Test Light theme","Verify the saved created flow for Dragged blocks with no connection lines in Playbook Editor page is as expected-Light","Verify the saved created flow for Dragged blocks with no connection lines in Playbook Editor page is as expected-Light",""
"passed","Wed Nov 16 02:23:33 IST 2022","Wed Nov 16 02:24:05 IST 2022","32163","","Playbook Test Light theme","","Playbook Test Light theme","Verify in Draft Playbooks tab user gets a toast notification on deleting a specific playbook-Light","Verify in Draft Playbooks tab user gets a toast notification on deleting a specific playbook-Light",""
"passed","Sat Nov 12 19:02:44 IST 2022","Sat Nov 12 19:03:45 IST 2022","61456","","Connector Test Light theme","","Connector Test Light theme","Verify that clicking on Cancel button in Connector's Add Filter window closes the Add Filter window and discard all changes-Light","Verify that clicking on Cancel button in Connector's Add Filter window closes the Add Filter window and discard all changes-Light",""
"passed","Tue Nov 15 13:02:50 IST 2022","Tue Nov 15 13:03:15 IST 2022","24587","","Incident Test Dark theme","","Incident Test Dark theme","Verify the Status wise Incidents count is shown in Incident Timeline view-Dark","Verify the Status wise Incidents count is shown in Incident Timeline view-Dark",""
"passed","Mon Nov 14 19:04:56 IST 2022","Mon Nov 14 19:05:49 IST 2022","52905","","Incident Test Light theme","","Incident Test Light theme","Verify that clicking on Incident name in breadcrumbs of User View page redirects to Incident Details page-Light","Verify that clicking on Incident name in breadcrumbs of User View page redirects to Incident Details page-Light",""
"passed","Mon Nov 14 18:36:34 IST 2022","Mon Nov 14 18:37:09 IST 2022","34478","","Incident Test Light theme","","Incident Test Light theme","Verify that empty state of Investigation Timeline tab in Incident Canvas modal is as expected when investigation is not started yet for that incident-Light","Verify that empty state of Investigation Timeline tab in Incident Canvas modal is as expected when investigation is not started yet for that incident-Light",""
"passed","Wed Nov 16 03:49:15 IST 2022","Wed Nov 16 03:50:08 IST 2022","53483","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to update/edit saved internal function details by using edit icon on saved internal function block in main canvas area-Light","Verify that user is able to update/edit saved internal function details by using edit icon on saved internal function block in main canvas area-Light",""
"skipped","Wed Nov 16 10:38:01 IST 2022","Wed Nov 16 10:38:01 IST 2022","3","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to scroll up and down using Page Up and Page Down key in Create Playbook form-Dark","Verify that User is able to scroll up and down using Page Up and Page Down key in Create Playbook form-Dark",""
"passed","Tue Nov 15 12:58:14 IST 2022","Tue Nov 15 12:58:38 IST 2022","24588","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Y-axis level of Incident Timeline graph shows Severity 'Critical', 'High', 'Medium', 'Low'from top to bottom in Incident Timeline view-Dark","Verify that Y-axis level of Incident Timeline graph shows Severity 'Critical', 'High', 'Medium', 'Low'from top to bottom in Incident Timeline view-Dark",""
"passed","Sat Nov 12 18:15:42 IST 2022","Sat Nov 12 18:16:22 IST 2022","39819","","Connector Test Dark theme","","Connector Test Dark theme","Verify the quick search filter list is as expected on Enrichment, Ingestion and Response connector tab-Dark","Verify the quick search filter list is as expected on Enrichment, Ingestion and Response connector tab-Dark",""
"passed","Mon Nov 14 19:02:58 IST 2022","Mon Nov 14 19:03:20 IST 2022","22234","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to switch between 3 tabs List, Timeline, Correlation in User View page-Light","Verify that user is able to switch between 3 tabs List, Timeline, Correlation in User View page-Light",""
"passed","Mon Nov 14 19:07:00 IST 2022","Mon Nov 14 19:09:40 IST 2022","159994","","Incident Test Light theme","","Incident Test Light theme","Verify that Copy icon is shown in front of SESSION ID for each alert in User List view-Light","Verify that Copy icon is shown in front of SESSION ID for each alert in User List view-Light",""
"passed","Mon Nov 14 19:14:54 IST 2022","Mon Nov 14 19:15:37 IST 2022","43543","","Incident Test Light theme","","Incident Test Light theme","Verify that the title of User Correlation view right panel is 'Attribute Details'-Light","Verify that the title of User Correlation view right panel is 'Attribute Details'-Light",""
"passed","Mon Nov 14 18:22:17 IST 2022","Mon Nov 14 18:23:24 IST 2022","66657","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to filter incidents list by single status and multiple status-Light","Verify that user is able to filter incidents list by single status and multiple status-Light",""
"passed","Tue Nov 15 13:30:47 IST 2022","Tue Nov 15 13:31:21 IST 2022","34767","","Incident Test Dark theme","","Incident Test Dark theme","Verify that User is able to search and apply quick filters in Incidents List view-Dark","Verify that User is able to search and apply quick filters in Incidents List view-Dark",""
"passed","Wed Nov 16 10:53:42 IST 2022","Wed Nov 16 10:54:15 IST 2022","33519","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Back arrow in breadcrumbs of Copy Playbook form shows 'Work not saved' modal-Dark","Verify that clicking on Back arrow in breadcrumbs of Copy Playbook form shows 'Work not saved' modal-Dark",""
"passed","Mon Nov 14 17:36:58 IST 2022","Mon Nov 14 17:37:22 IST 2022","24672","","Incident Test Light theme","","Incident Test Light theme","Verify the Severity wise Incidents count is shown in Incident Timeline view-Light","Verify the Severity wise Incidents count is shown in Incident Timeline view-Light",""
"passed","Tue Nov 15 14:48:07 IST 2022","Tue Nov 15 14:48:57 IST 2022","50117","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in User Timeline view, clicking on Add+ opens Add Filter modal-Dark","Verify that in User Timeline view, clicking on Add+ opens Add Filter modal-Dark",""
